id_pa;nazwa_podmiotu;rpt_podmiotu;medium;plan_data_oddania;przepustowosc;czy_szkola;wojewodztwo;powiat;kod_terc;gmina;kod_simc;miejscowosc;kod_ulic;ulica;numer_porzadkowy;x92;y92;x84;y84;teryt_g;wkt;ulica_old;teryt_p;teryt_w
1194305;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;51;378211;342119;17,2662800000;50,9330660000;0215011;POINT(378210.980347815 342119.046950493);;0215;02
1194303;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;59;378202;342084;17,2661640000;50,9327490000;0215011;POINT(378202.004024674 342084.001138326);;0215;02
1194304;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;47;378216;342137;17,2663450000;50,9332280000;0215011;POINT(378215.969310174 342136.947362969);;0215;02
1199963;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215011;OŁAWA;987259;OŁAWA;24364;UL. WIOSENNA;5B;378289;342370;17,2673060000;50,9353390000;0215011;POINT(378288.983851344 342370.017572305);;0215;02
1324494;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215042;OŁAWA;879475;MARCINKOWICE;20641;UL. SPACEROWA;29;375167;348843;17,2206610000;50,9928690000;0215042;POINT(375166.985392802 348842.96524478);;0215;02
961261;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215042;OŁAWA;879475;MARCINKOWICE;20641;UL. SPACEROWA;40A;375243;348958;17,2217040000;50,9939200000;0215042;POINT(375242.972825927 348958.027794362);;0215;02
1056418;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215042;OŁAWA;879475;MARCINKOWICE;20641;UL. SPACEROWA;38;375180;348910;17,2208230000;50,9934750000;0215042;POINT(375179.976044499 348910.053381177);;0215;02
241650;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215042;OŁAWA;879475;MARCINKOWICE;20641;UL. SPACEROWA;33;375107;348860;17,2198010000;50,9930090000;0215042;POINT(375107.030277517 348859.984262306);;0215;02
1239306;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215034;JELCZ-LASKOWICE;987118;JELCZ-LASKOWICE;22986;UL. JERZEGO TRESKI;26;383414;354084;17,3364710000;51,0417240000;0215033;POINT(383413.976885636 354084.000601684);;0215;02
1107244;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215034;JELCZ-LASKOWICE;987118;JELCZ-LASKOWICE;22986;UL. JERZEGO TRESKI;19A;383346;354011;17,3355250000;51,0410540000;0215033;POINT(383345.998816561 354011.020047789);;0215;02
1107241;ORANGE POLSKA SPÓŁKA AKCYJNA;;światłowodowe;20200930;100;;DOLNOŚLĄSKIE;OŁAWSKI;215034;JELCZ-LASKOWICE;987118;JELCZ-LASKOWICE;22986;UL. JERZEGO TRESKI;12;383576;354149;17,3387610000;51,0423410000;0215033;POINT(383576.005626733 354148.965497877);;0215;02
